class,order,family,genus,species,taxon_name,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_n_or_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,dataset
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,60.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,NA,NA,NA,NA,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,-999,Silver-tipped Myotis,NA,NA,NA,NA,NA,NA,30.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braun, J.K., Layman, Q.D., Mares, M.A., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,altarium,Myotis altarium,-999,Szechwan Myotis,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,-999,Anjouan Myotis,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,-999,Anjouan Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,Annamit Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,annectans,Myotis annectans,-999,Hairy-faced Myotis,NA,NA,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,8.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,Atacaman Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Gimenez et al., 2012"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,1,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,365,1,NA,5.3,24,NA,NA,NA,NA,NA,NA,NA,456,0.999315537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de Magalhaes and Costa, 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carey, J.R. and D.S. Judge, 2002"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999315537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Tacutu, R., T. Craig, A. Budovsky et al. 2013"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,Peters's Myotis,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,1,NA,38.04,3.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warner, R.M., 1982"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,Southwestern Myotis,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,1,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,365,1,NA,5.3,24,NA,NA,NA,NA,NA,NA,NA,456,0.999315537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de Magalhaes and Costa, 2009"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carey, J.R. and D.S. Judge, 2002"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,Australian Myotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
